"134","Request / follow-up","I shouldn't have to chase you for this.","I would appreciate a more proactive approach to sharing this, as it would help us avoid the need for repeated follow-up."
"135","Request / follow-up","I need an answer. Not 'I'll look into it'.","I would appreciate a definitive response on this matter when you are ready, rather than a preliminary update."
"136","Request / follow-up","You've had a week. Where's my response?","I wanted to follow up on my request from last week — I have not yet received a response and would appreciate one at your convenience."
"137","Request / follow-up","Give me access. I've been asking since Monday.","I have made several requests for access since Monday and would greatly appreciate this being resolved promptly."
"138","Request / follow-up","Nobody ever gets back to me around here.","I have found it difficult to receive timely responses and would appreciate greater consistency in how follow-ups are handled."
"139","Request / follow-up","Just tell me yes or no.","Could you please provide a clear decision on this matter? A direct yes or no would be most helpful."
"140","Request / follow-up","You approved this verbally. Now I need it in writing.","I would appreciate a written confirmation of the approval you provided verbally, for our records and to proceed formally."
"141","Request / follow-up","My request has been sitting there for two weeks.","I would like to follow up on a request submitted two weeks ago that remains outstanding — I would appreciate an update on its progress."
"142","Request / follow-up","Just approve it so we can move on.","I would appreciate your approval on this so we are able to progress to the next stage."
"143","Request / follow-up","I've sent three reminders. What does it take?","I have followed up on this matter several times and would appreciate a response to allow us to move forward."
"144","Request / follow-up","You keep saying you'll get to it. When?","I would welcome a specific timeframe for when I can expect this to be addressed so I can plan accordingly."
"145","Request / follow-up","Can you do one simple thing I ask?","I wanted to follow up on my earlier request and check whether there are any obstacles preventing a straightforward response."
"146","Request / follow-up","Stop promising and actually deliver.","I would appreciate a firm commitment on this request along with a realistic timeline for delivery."
"147","Request / follow-up","I'm not moving forward until I get a proper answer.","I would like to pause on this until I have a clear and confirmed response, to ensure we proceed on the right basis."
"148","Request / follow-up","Why do I always have to follow up with you?","I would appreciate a more proactive approach to communication so that repeated follow-up is not necessary."
"149","Request / follow-up","I asked for this report yesterday.","I wanted to follow up on the report I requested yesterday — could you please advise when it will be ready?"
"150","Request / follow-up","You never action anything I send you.","I have noticed that several of my requests remain unactioned and would appreciate clarity on how best to ensure they receive attention."
"151","Request / follow-up","Nobody responds to my requests in this team.","I would appreciate a more consistent and timely approach to responding to requests so we can maintain team momentum."
"152","Request / follow-up","I need the updated figures and I need them today.","Could you please share the updated figures at your earliest convenience, as they are needed today for an important deadline?"
"153","Request / follow-up","You told me you'd have this by end of day. It's now tomorrow.","I understood you would have this ready by end of day yesterday — could you please provide an update on the current status?"
"154","Request / follow-up","Just escalate it if you can't handle it.","If there are any blockers preventing this from being resolved, I would encourage escalating it so we can identify the right support."
"155","Request / follow-up","Why hasn't this been approved yet?","I wanted to follow up on the approval for this item, which appears to still be pending — could you advise on the current status?"
"156","Request / follow-up","I gave you all the information you need. What's the hold-up?","I believe I have provided all the necessary information — could you please advise on what is preventing this from moving forward?"
"157","Request / follow-up","You're the only one who can do this and you're ignoring it.","I wanted to reach out as this item requires your specific input — I would greatly appreciate your attention to it when convenient."
"158","Request / follow-up","This was supposed to be sorted last week.","This item was expected to be resolved last week and remains outstanding — could we agree on a firm completion date?"
"159","Request / follow-up","I need sign-off on this today, not next week.","I would appreciate your sign-off on this today, as we need to proceed and cannot afford further delays."
"160","Request / follow-up","Are you going to respond or should I go to your manager?","I would appreciate a response on this matter — I would prefer to resolve it directly with you before considering further escalation."
"161","Scheduling / rescheduling","You cancelled again. This is the third time.","I noticed this meeting has been cancelled for the third time — I would appreciate the opportunity to agree on a date that works for everyone and can be committed to."
"162","Scheduling / rescheduling","Stop changing the meeting time at the last minute.","I would appreciate more advance notice when meeting times need to be adjusted, as last-minute changes make it difficult to plan effectively."
"163","Scheduling / rescheduling","Nobody told me the meeting was moved.","I was not informed that the meeting had been rescheduled — could you please ensure I am included in any future calendar updates?"
"164","Scheduling / rescheduling","You scheduled a meeting over my lunch without asking.","I wanted to flag that the meeting was scheduled during my lunch hour without prior discussion — I would appreciate being consulted on timing in the future."
"165","Scheduling / rescheduling","I can't keep dropping everything for last-minute meetings.","I find it challenging to accommodate meetings scheduled at short notice — I would appreciate more advance notice going forward."
"166","Scheduling / rescheduling","This meeting could have been an email.","I think this topic may be well-suited to written communication, which could save everyone time — I am happy to discuss whether a meeting is necessary."
"167","Scheduling / rescheduling","You never show up to the meetings you schedule.","I have noticed a pattern of meetings being arranged but not attended by the organiser — I would appreciate clarity on the expectations for these sessions."
"168","Scheduling / rescheduling","Just pick a time and stick to it.","I would appreciate agreeing on a confirmed meeting time that all parties can commit to."
"169","Scheduling / rescheduling","The meeting went on for two hours and nothing was decided.","I believe our meetings could benefit from a clearer agenda and defined outcomes to make better use of everyone's time."
"170","Scheduling / rescheduling","Why are you scheduling a meeting for 8am?","I would like to raise a concern about the proposed meeting time and explore whether a more suitable slot could be identified for all participants."
"171","Scheduling / rescheduling","Nobody shows up to these meetings anyway.","I have noticed attendance has been low at recent sessions — it might be worth reviewing the format or timing to improve engagement."
"172","Scheduling / rescheduling","Stop inviting people who have nothing to do with this.","I would suggest reviewing the attendee list to ensure the right people are included, which would help keep the discussion focused and efficient."
"173","Scheduling / rescheduling","The agenda changes every five minutes.","I would appreciate a finalised agenda shared in advance so participants can prepare effectively."
"174","Scheduling / rescheduling","You're always late to your own meetings.","I wanted to flag that starting meetings on time makes a significant difference to everyone's productivity and schedule."
"175","Scheduling / rescheduling","This recurring meeting is pointless.","I believe it would be worth reviewing the purpose and format of this recurring session to ensure it continues to deliver value."
"176","Scheduling / rescheduling","You forgot to send the meeting invite. Again.","I noticed I did not receive the meeting invitation — could you please ensure I am included on all relevant calendar invites going forward?"
"177","Scheduling / rescheduling","I had to find out about the meeting from someone else.","I would appreciate being informed directly about meetings I am expected to attend, rather than learning about them through third parties."
"178","Scheduling / rescheduling","Nobody prepares for these meetings.","I believe our meetings would be significantly more productive if participants had the opportunity to review the agenda and relevant materials in advance."
"179","Scheduling / rescheduling","I'm not available then and nobody asked.","I wanted to flag that I am not available at the proposed time and would appreciate being consulted on scheduling in the future."
"180","Scheduling / rescheduling","I have back-to-back meetings all day because of poor planning.","I wanted to highlight that the current meeting schedule leaves little time for focused work — I would appreciate a review of how we organise our time."
"181","Scheduling / rescheduling","Why do we have a meeting to plan another meeting?","I would like to suggest streamlining our process to reduce unnecessary meetings and ensure each session has a clear and distinct purpose."
"182","Scheduling / rescheduling","The meeting started 20 minutes late because nobody was ready.","I believe starting meetings promptly would demonstrate respect for everyone's time and improve the overall effectiveness of our sessions."
"183","Scheduling / rescheduling","You keep booking the same slot I said I'm unavailable for.","I would appreciate my stated unavailability being taken into account when scheduling future meetings."
"184","Scheduling / rescheduling","Nobody sent a reminder and half the team missed it.","I would suggest sending a reminder ahead of key meetings to improve attendance and ensure participants come prepared."
"185","Scheduling / rescheduling","This meeting has been rescheduled four times and still hasn't happened.","I would like to prioritise finding a confirmed date for this meeting, as the repeated rescheduling is affecting our ability to progress."
"186","Scheduling / rescheduling","You booked a full-day meeting with no break.","I would appreciate the meeting schedule being structured to include adequate breaks, which will help maintain focus and productivity throughout."
"187","Scheduling / rescheduling","The meeting notes never get sent out.","I would appreciate a summary of meeting outcomes and agreed actions being distributed promptly after each session."
"188","Scheduling / rescheduling","Can't we just do this asynchronously?","I would like to suggest exploring whether this could be handled asynchronously to avoid the need for an additional meeting."
"189","Scheduling / rescheduling","You scheduled a two-hour meeting for a five-minute update.","I believe this update could be communicated more efficiently — perhaps a brief written summary would better serve the team's time."
"190","Scheduling / rescheduling","Nobody confirmed the meeting location.","I wanted to flag that the meeting location has not yet been confirmed — could you please share the details so participants can plan accordingly?"
"191","Scheduling / rescheduling","You changed the meeting to a format nobody is comfortable with.","I would appreciate being consulted on the meeting format in advance to ensure it works effectively for all participants."
"192","Scheduling / rescheduling","I only found out the meeting was cancelled after I showed up.","I would appreciate timely communication of any cancellations to avoid unnecessary inconvenience for participants."
"193","Workload / boundaries","I'm completely overwhelmed and nobody cares.","I wanted to raise that my current workload is unsustainable and I would appreciate a conversation about how we can reprioritise or redistribute tasks."
"194","Workload / boundaries","Stop dumping work on me at 5pm on a Friday.","I would appreciate tasks being assigned earlier in the week where possible, as late Friday requests make it difficult to manage priorities effectively."
"195","Workload / boundaries","I'm not available 24/7.","I wanted to clarify my availability and set some boundaries around out-of-hours communication to ensure a sustainable working arrangement."
"196","Workload / boundaries","This is not in my job description.","I wanted to check whether this task falls within my agreed role, as I want to ensure I am focused on the right priorities."
"197","Workload / boundaries","I already have too much on my plate.","I am currently at full capacity and would appreciate a conversation about how to prioritise my existing workload before taking on additional responsibilities."
"198","Workload / boundaries","You keep adding to my list without taking anything off.","I have noticed my workload has been increasing without corresponding adjustments elsewhere — I would welcome a discussion about capacity and prioritisation."
"199","Workload / boundaries","I'm burning out and you're not listening.","I wanted to be transparent that I am experiencing signs of burnout and would value a conversation about how we can address this together."
"200","Workload / boundaries","Stop emailing me at midnight.","I would appreciate it if non-urgent communications could be sent during working hours to help me maintain a healthy work-life balance."
"201","Workload / boundaries","I haven't had a day off in weeks because of this project.","I wanted to flag that I have not been able to take any leave recently and would appreciate a conversation about ensuring I can do so without impacting the project."
"202","Workload / boundaries","My bandwidth is zero and you keep adding tasks.","I am currently at full capacity and would appreciate a review of priorities before any additional tasks are assigned."
"203","Workload / boundaries","I can't do my own job because I'm doing everyone else's.","I wanted to raise that supporting other workstreams has begun to affect my ability to fulfil my own responsibilities — I would appreciate a conversation about boundaries."
"204","Workload / boundaries","I'm not your personal assistant.","I want to respectfully clarify the scope of my role to ensure I am focused on tasks that align with my position."
"205","Workload / boundaries","You always give the most work to the people who never complain.","I believe a more structured approach to workload distribution would help ensure fairness and prevent burnout across the team."
"206","Workload / boundaries","I'm working weekends to cover everyone else's failures.","I have been working outside of regular hours to compensate for delays elsewhere, and I would like to discuss how we can address the root cause of this."
"207","Workload / boundaries","This team relies on me for everything and it's exhausting.","I would like to discuss how we can build greater resilience within the team so that responsibilities are more evenly distributed."
"208","Workload / boundaries","I need actual time to do deep work, not just meetings all day.","I would appreciate having protected time in my schedule for focused work, as back-to-back meetings leave little capacity for substantive output."
"209","Workload / boundaries","You gave me three urgent tasks at the same time.","I have received several urgent tasks simultaneously and would appreciate guidance on how to prioritise them effectively."
"210","Workload / boundaries","I'm stretched too thin to produce quality work.","I wanted to flag that the current workload is affecting the quality of my output — I would welcome a conversation about how we can address this."
"211","Workload / boundaries","Nobody told me this was going to be added to my responsibilities.","I wanted to flag that this additional responsibility was not communicated to me in advance — I would appreciate a conversation about how it fits within my current role."
"212","Workload / boundaries","I can't be expected to cover for someone who is off with no notice.","I understand the need to maintain continuity, though I would appreciate some support in managing the additional workload that has arisen unexpectedly."
"213","Workload / boundaries","You keep piling on without checking if I have capacity.","I would appreciate a capacity check before additional tasks are assigned to ensure I am able to deliver them to the required standard."
"214","Workload / boundaries","I'm doing the work of three people.","I wanted to raise that my current responsibilities appear to significantly exceed what is reasonable for one person — I would welcome a discussion about resourcing."
"215","Workload / boundaries","Stop contacting me outside of working hours for non-emergencies.","I would appreciate it if non-urgent matters could be communicated during working hours to support a sustainable and healthy working pattern."
"216","Workload / boundaries","Nobody respects that I have other deadlines too.","I wanted to flag that I have several competing deadlines at the moment and would appreciate this being taken into account when assigning new tasks."
"217","Workload / boundaries","I'm always the one covering when someone is absent.","I would like to discuss how we can share absence cover more equitably across the team."
"218","Workload / boundaries","My workload is unsustainable and it's affecting my wellbeing.","I wanted to be open about the impact my current workload is having on my wellbeing, and I would value a supportive conversation about how we can address it."
"219","Workload / boundaries","You gave me a project with no resources and an impossible deadline.","I would like to discuss the resourcing and timeline for this project, as I believe they need to be revisited to make delivery feasible."
"220","Workload / boundaries","I keep saying I'm at capacity but nobody listens.","I have raised my capacity concerns on several occasions and would appreciate a formal conversation to address this as a priority."
